SRA ID	SRA Run ID	BioSample ID	Sample name	# of Bases	Size	Published	Layout	Link	Mixture
30190028	SRR26528144	SAMN37987362	05-05-23-A41	586879835		2023/11/24		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR26528144	Mixture02-v4.1-ctrl
30190027	SRR26528145	SAMN37987363	05-05-23-A41	619306527		2023/11/24		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR26528145	Mixture01-v4.1-ctrl
31965550	SRR28030441	SAMN40018363	07-12-23-V2A	912395212		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030441	Mixture42-v2a-pos
31965549	SRR28030442	SAMN40018364	07-12-23-V2A	766385799		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030442	Mixture41-v2a-pos
31965548	SRR28030443	SAMN40018365	07-12-23-V2A	703399733		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030443	Mixture40-v2a-pos
31965547	SRR28030444	SAMN40018366	07-12-23-V2A	778784376		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030444	Mixture39-v2a-pos
31965546	SRR28030445	SAMN40018367	07-12-23-V2A	816882056		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030445	Mixture38-v2a-pos
31965545	SRR28030446	SAMN40018368	07-12-23-V2A	829588510		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030446	Mixture37-v2a-pos
31965544	SRR28030447	SAMN40018369	07-12-23-V2A	724126028		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030447	Mixture36-v2a-pos
31965543	SRR28030448	SAMN40018370	07-12-23-V2A	759143515		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030448	Mixture35-v2a-pos
31965542	SRR28030449	SAMN40018371	07-12-23-V2A	782809892		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030449	Mixture34-v2a-pos
31965541	SRR28030450	SAMN40018372	07-12-23-V2A	764846960		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030450	Mixture33-v2a-pos
31965540	SRR28030451	SAMN40018373	07-12-23-V2A	803055205		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030451	Mixture32-v2a-pos
31965539	SRR28030452	SAMN40018374	07-12-23-V2A	742493884		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030452	Mixture31-v2a-pos
31965538	SRR28030453	SAMN40018375	07-12-23-V2A	866491664		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030453	Mixture30-v2a-pos
31965537	SRR28030454	SAMN40018376	07-12-23-V2A	867401930		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030454	Mixture29-v2a-pos
31965536	SRR28030455	SAMN40018377	07-12-23-V2A	812559564		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030455	Mixture28-v2a-pos
31965535	SRR28030456	SAMN40018378	07-12-23-V2A	823468403		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030456	Mixture27-v2a-pos
31965534	SRR28030457	SAMN40018379	07-12-23-V2A	728210968		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030457	Mixture26-v2a-pos
31965533	SRR28030458	SAMN40018380	07-12-23-V2A	759304447		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030458	Mixture25-v2a-pos
31965532	SRR28030459	SAMN40018381	07-12-23-V2A	800090001		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030459	Mixture24-v2a-pos
31965531	SRR28030460	SAMN40018382	07-12-23-V2A	750457499		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030460	Mixture23-v2a-pos
31965530	SRR28030461	SAMN40018383	07-12-23-V2A	817486475		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030461	Mixture22-v2a-pos
31965529	SRR28030462	SAMN40018384	07-12-23-V2A	783724913		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030462	Mixture21-v2a-pos
31965528	SRR28030463	SAMN40018385	07-12-23-V2A	755945889		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030463	Mixture20-v2a-pos
31965527	SRR28030464	SAMN40018386	07-12-23-V2A	743929278		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030464	Mixture19-v2a-pos
31965526	SRR28030465	SAMN40018387	07-12-23-V2A	754049568		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030465	Mixture18-v2a-pos
31965525	SRR28030466	SAMN40018388	07-12-23-V2A	816169608		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030466	Mixture17-v2a-pos
31965524	SRR28030467	SAMN40018389	07-12-23-V2A	760669266		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030467	Mixture16-v2a-pos
31965523	SRR28030468	SAMN40018390	07-12-23-V2A	728804131		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030468	Mixture15-v2a-pos
31965522	SRR28030469	SAMN40018391	07-12-23-V2A	811007812		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030469	Mixture14-v2a-pos
31965521	SRR28030470	SAMN40018392	07-12-23-V2A	826747433		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030470	Mixture13-v2a-pos
31965520	SRR28030471	SAMN40018393	07-12-23-V2A	734449248		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030471	Mixture12-v2a-pos
31965519	SRR28030472	SAMN40018394	07-12-23-V2A	695071774		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030472	Mixture11-v2a-pos
31965518	SRR28030473	SAMN40018395	07-12-23-V2A	910141432		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030473	Mixture10-v2a-pos
31965517	SRR28030474	SAMN40018396	07-12-23-V2A	857944078		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030474	Mixture09-v2a-pos
31965516	SRR28030475	SAMN40018397	07-12-23-V2A	937906342		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030475	Mixture08-v2a-pos
31965515	SRR28030476	SAMN40018398	07-12-23-V2A	870191638		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030476	Mixture07-v2a-pos
31965514	SRR28030477	SAMN40018399	07-12-23-V2A	889557414		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030477	Mixture06-v2a-pos
31965513	SRR28030478	SAMN40018400	07-12-23-V2A	865644798		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030478	Mixture05-v2a-pos
31965512	SRR28030479	SAMN40018401	07-12-23-V2A	828738977		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030479	Mixture04-v2a-pos
31965511	SRR28030480	SAMN40018402	07-12-23-V2A	721485533		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030480	Mixture03-v2a-pos
31965510	SRR28030481	SAMN40018403	07-12-23-V2A	828184338		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030481	Mixture02-v2a-pos
31965509	SRR28030482	SAMN40018404	07-12-23-V2A	806435283		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28030482	Mixture01-v2a-pos
31963604	SRR28028478	SAMN40018298	06-16-23-V2	557426259		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028478	Mixture42-v2a-neg
31963603	SRR28028479	SAMN40018299	06-16-23-V2	543444193		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028479	Mixture41-v2a-neg
31963602	SRR28028480	SAMN40018300	06-16-23-V2	459988314		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028480	Mixture40-v2a-neg
31963601	SRR28028481	SAMN40018301	06-16-23-V2	471555975		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028481	Mixture39-v2a-neg
31963600	SRR28028482	SAMN40018302	06-16-23-V2	626645846		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028482	Mixture38-v2a-neg
31963599	SRR28028483	SAMN40018303	06-16-23-V2	601128245		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028483	Mixture37-v2a-neg
31963598	SRR28028484	SAMN40018304	06-16-23-V2	548615317		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028484	Mixture36-v2a-neg
31963597	SRR28028485	SAMN40018305	06-16-23-V2	516864381		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028485	Mixture35-v2a-neg
31963596	SRR28028486	SAMN40018306	06-16-23-V2	493208219		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028486	Mixture34-v2a-neg
31963595	SRR28028487	SAMN40018307	06-16-23-V2	565961837		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028487	Mixture33-v2a-neg
31963594	SRR28028488	SAMN40018308	06-16-23-V2	535907433		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028488	Mixture32-v2a-neg
31963593	SRR28028489	SAMN40018309	06-16-23-V2	524308639		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028489	Mixture31-v2a-neg
31963592	SRR28028490	SAMN40018310	06-16-23-V2	569903725		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028490	Mixture30-v2a-neg
31963591	SRR28028491	SAMN40018311	06-16-23-V2	566287834		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028491	Mixture29-v2a-neg
31963590	SRR28028492	SAMN40018312	06-16-23-V2	556090422		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028492	Mixture28-v2a-neg
31963589	SRR28028493	SAMN40018313	06-16-23-V2	569248800		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028493	Mixture27-v2a-neg
31963588	SRR28028494	SAMN40018314	06-16-23-V2	558796795		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028494	Mixture26-v2a-neg
31963587	SRR28028495	SAMN40018315	06-16-23-V2	540631268		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028495	Mixture25-v2a-neg
31963586	SRR28028496	SAMN40018316	06-16-23-V2	499223934		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028496	Mixture24-v2a-neg
31963585	SRR28028497	SAMN40018317	06-16-23-V2	587061260		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028497	Mixture23-v2a-neg
31963584	SRR28028498	SAMN40018318	06-16-23-V2	655592904		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028498	Mixture22-v2a-neg
31963583	SRR28028499	SAMN40018319	06-16-23-V2	586334885		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028499	Mixture21-v2a-neg
31963582	SRR28028500	SAMN40018320	06-16-23-V2	594138087		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028500	Mixture20-v2a-neg
31963581	SRR28028501	SAMN40018321	06-16-23-V2	538450970		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028501	Mixture19-v2a-neg
31963580	SRR28028502	SAMN40018322	06-16-23-V2	535530844		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028502	Mixture18-v2a-neg
31963579	SRR28028503	SAMN40018323	06-16-23-V2	493600038		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028503	Mixture17-v2a-neg
31963578	SRR28028504	SAMN40018324	06-16-23-V2	478658906		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028504	Mixture16-v2a-neg
31963577	SRR28028505	SAMN40018325	06-16-23-V2	476569812		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028505	Mixture15-v2a-neg
31963576	SRR28028506	SAMN40018326	06-16-23-V2	661939948		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028506	Mixture14-v2a-neg
31963575	SRR28028507	SAMN40018327	06-16-23-V2	689940510		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028507	Mixture13-v2a-neg
31963574	SRR28028508	SAMN40018328	06-16-23-V2	591800929		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028508	Mixture12-v2a-neg
31963573	SRR28028509	SAMN40018329	06-16-23-V2	609112786		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028509	Mixture11-v2a-neg
31963572	SRR28028510	SAMN40018330	06-16-23-V2	540445354		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028510	Mixture10-v2a-neg
31963571	SRR28028511	SAMN40018331	06-16-23-V2	543566394		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028511	Mixture09-v2a-neg
31963570	SRR28028512	SAMN40018332	06-16-23-V2	628996631		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028512	Mixture08-v2a-neg
31963569	SRR28028513	SAMN40018333	06-16-23-V2	643164457		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028513	Mixture07-v2a-neg
31963568	SRR28028514	SAMN40018334	06-16-23-V2	706258203		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028514	Mixture06-v2a-neg
31963567	SRR28028515	SAMN40018335	06-16-23-V2	715151351		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028515	Mixture05-v2a-neg
31963566	SRR28028516	SAMN40018336	06-16-23-V2	668924068		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028516	Mixture04-v2a-neg
31963565	SRR28028517	SAMN40018337	06-16-23-V2	302490290		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028517	Mixture03-v2a-neg
31963564	SRR28028518	SAMN40018338	06-16-23-V2	643574077		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028518	Mixture02-v2a-neg
31963563	SRR28028519	SAMN40018339	06-16-23-V2	553429020		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028519	Mixture01-v2a-neg
31963282	SRR28028210	SAMN40018024	05-05-23-V2	694555840		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028210	Mixture23-v2a-ctrl
31963281	SRR28028171	SAMN40018025	05-05-23-V2	780180553		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028171	Mixture22-v2a-ctrl
31963280	SRR28028172	SAMN40018026	05-05-23-V2	659700665		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028172	Mixture21-v2a-ctrl
31963279	SRR28028173	SAMN40018027	05-05-23-V2	447312305		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028173	Mixture20-v2a-ctrl
31963278	SRR28028174	SAMN40018028	05-05-23-V2	692019890		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028174	Mixture19-v2a-ctrl
31963277	SRR28028175	SAMN40018029	05-05-23-V2	745999639		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028175	Mixture18-v2a-ctrl
31963276	SRR28028176	SAMN40018030	05-05-23-V2	678148213		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028176	Mixture17-v2a-ctrl
31963275	SRR28028177	SAMN40018031	05-05-23-V2	716375750		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028177	Mixture16-v2a-ctrl
31963274	SRR28028178	SAMN40018032	05-05-23-V2	657596397		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028178	Mixture15-v2a-ctrl
31963273	SRR28028179	SAMN40018033	05-05-23-V2	741515027		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028179	Mixture14-v2a-ctrl
31963272	SRR28028180	SAMN40018034	05-05-23-V2	618330185		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028180	Mixture13-v2a-ctrl
31963271	SRR28028181	SAMN40018035	05-05-23-V2	607362674		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028181	Mixture12-v2a-ctrl
31963270	SRR28028182	SAMN40018036	05-05-23-V2	846144147		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028182	Mixture11-v2a-ctrl
31963269	SRR28028183	SAMN40018037	05-05-23-V2	742402818		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028183	Mixture10-v2a-ctrl
31963268	SRR28028184	SAMN40018038	05-05-23-V2	593002813		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028184	Mixture09-v2a-ctrl
31963267	SRR28028185	SAMN40018039	05-05-23-V2	740459288		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028185	Mixture08-v2a-ctrl
31963266	SRR28028186	SAMN40018040	05-05-23-V2	605267743		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028186	Mixture07-v2a-ctrl
31963265	SRR28028187	SAMN40018041	05-05-23-V2	764783046		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028187	Mixture06-v2a-ctrl
31963264	SRR28028188	SAMN40018042	05-05-23-V2	849213899		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028188	Mixture05-v2a-ctrl
31963263	SRR28028189	SAMN40018043	05-05-23-V2	692892518		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028189	Mixture04-v2a-ctrl
31963262	SRR28028190	SAMN40018005	05-05-23-V2	639398484		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028190	Mixture42-v2a-ctrl
31963261	SRR28028192	SAMN40018006	05-05-23-V2	693615754		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028192	Mixture41-v2a-ctrl
31963260	SRR28028193	SAMN40018007	05-05-23-V2	652969669		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028193	Mixture40-v2a-ctrl
31963259	SRR28028194	SAMN40018008	05-05-23-V2	746925230		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028194	Mixture39-v2a-ctrl
31963258	SRR28028195	SAMN40018009	05-05-23-V2	742769120		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028195	Mixture38-v2a-ctrl
31963257	SRR28028196	SAMN40018010	05-05-23-V2	682019586		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028196	Mixture37-v2a-ctrl
31963256	SRR28028197	SAMN40018011	05-05-23-V2	560101765		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028197	Mixture36-v2a-ctrl
31963255	SRR28028198	SAMN40018012	05-05-23-V2	759937347		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028198	Mixture35-v2a-ctrl
31963254	SRR28028199	SAMN40018013	05-05-23-V2	723383029		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028199	Mixture34-v2a-ctrl
31963253	SRR28028200	SAMN40018014	05-05-23-V2	748666879		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028200	Mixture33-v2a-ctrl
31963252	SRR28028201	SAMN40018015	05-05-23-V2	777975146		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028201	Mixture32-v2a-ctrl
31963251	SRR28028202	SAMN40018016	05-05-23-V2	782184941		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028202	Mixture31-v2a-ctrl
31963250	SRR28028203	SAMN40018017	05-05-23-V2	648860559		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028203	Mixture30-v2a-ctrl
31963249	SRR28028204	SAMN40018018	05-05-23-V2	606710518		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028204	Mixture29-v2a-ctrl
31963248	SRR28028205	SAMN40018019	05-05-23-V2	624018526		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028205	Mixture28-v2a-ctrl
31963247	SRR28028206	SAMN40018020	05-05-23-V2	768014428		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028206	Mixture27-v2a-ctrl
31963246	SRR28028207	SAMN40018021	05-05-23-V2	685044388		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028207	Mixture26-v2a-ctrl
31963245	SRR28028208	SAMN40018022	05-05-23-V2	906463461		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028208	Mixture25-v2a-ctrl
31963244	SRR28028209	SAMN40018023	05-05-23-V2	695553898		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028209	Mixture24-v2a-ctrl
31963243	SRR28028191	SAMN40018044	05-05-23-V2	548268700		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028191	Mixture03-v2a-ctrl
31963242	SRR28028211	SAMN40018045	05-05-23-V2	743985892		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028211	Mixture02-v2a-ctrl
31963241	SRR28028212	SAMN40018046	05-05-23-V2	713384689		2024/03/22		https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR28028212	Mixture01-v2a-ctrl
